Frequency 1,Amplitude 1,Frequency 2,Amplitude 2,Frequency 3,Amplitude 3,Frequency 4,Amplitude 4,Frequency 5,Amplitude 5,Frequency 6,Amplitude 6,Frequency 7,Amplitude 7,Frequency 8,Amplitude 8
220.0,1.4619649293205597,240.0,1.5850246272242001,480.0,27.99094428927974,490.0,66.58667844781361,510.0,30.3402012057292,500.0,104.6394746067492,1000.0,6.962346954636172,1490.0,10.311675315149765
230.0,1.5492409873937516,240.0,1.6934595977492959,480.0,18.849093645050004,490.0,52.396675478548204,510.0,19.71941346222444,500.0,72.42453146692678,1490.0,4.283852510947985,1000.0,4.463086626125608
230.0,2.222245945898236,180.0,2.2599617637955154,480.0,5.449143889641745,490.0,18.562191917026244,500.0,25.27210778835402,590.0,71.30892895206235,1780.0,12.32680466196034,1180.0,22.445346170160303
230.0,0.20840686968375322,180.0,0.5002018785044021,480.0,3.054788842141114,490.0,7.731825935412717,500.0,11.641719994212862,590.0,68.01925184617025,1780.0,4.791709872442677,1180.0,14.879952744300239
240.0,1.2627848362605725,120.0,1.7319802261296424,480.0,6.878242837482222,490.0,16.269958196333544,520.0,87.3199370864224,530.0,89.6237743304176,1580.0,9.695951364762115,1050.0,18.757454880774443
230.0,0.8055590235545481,240.0,0.9102403240383746,480.0,8.177090568645102,490.0,11.436539390370436,520.0,74.65105561446559,530.0,83.62431428525126,1580.0,7.009822682052111,1050.0,15.788157882738464
120.0,14.293416392093874,110.0,20.948206658835815,450.0,39.108085542113685,440.0,54.300391386922904,520.0,39.623170087256646,530.0,48.75402725011704,1670.0,14.05660379605285,1330.0,15.948953941891357
220.0,12.04751660261568,110.0,34.160904083565434,330.0,42.24653425363836,440.0,87.81184226714876,530.0,20.881856889984395,880.0,22.224627751749146,1330.0,19.296977192541604,1670.0,22.129905549638174
220.0,13.571094875779853,110.0,23.553359913093242,330.0,40.71687333665601,440.0,44.394144898681674,660.0,16.92947862661175,880.0,21.05154991402987,1770.0,14.911259788664648,1670.0,15.59733800054041
160.0,23.956224267991537,170.0,26.017689656157597,440.0,27.555285479253893,330.0,74.07042872653527,500.0,12.6873358223998,660.0,15.709845330523514,1670.0,14.969672054872785,1160.0,17.9217281235594
160.0,21.30634591083708,170.0,24.270693979076995,440.0,26.262908795727828,330.0,53.57482521392253,500.0,11.42442296201022,660.0,21.373190233992535,1330.0,7.493091831532032,1160.0,14.720152335299
170.0,22.65585652506189,220.0,71.8659543527179,330.0,35.26669922400911,440.0,79.7285398434509,670.0,13.865680246647004,660.0,35.15017096176155,1110.0,10.510153227189704,1160.0,10.610580603957107
170.0,17.512500791696194,220.0,46.79723546266956,330.0,25.048676130221914,440.0,65.86560004385267,670.0,12.108359987880872,660.0,33.694691941178526,1160.0,8.954458983745623,1110.0,15.187257942270517
170.0,14.34322665024231,220.0,36.690951989811666,260.0,49.37496011229027,440.0,54.1826018710955,520.0,22.6702247135399,660.0,26.224303569978126,1100.0,8.140074427289592,1110.0,11.272754655783062
