3407.727272727273,3307.5,1002.2727272727274,902.0454545454546,501.1363636363637,601.3636363636364,701.5909090909091,801.8181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.22727272727273,200.45454545454547,701.5909090909091,601.3636363636364,501.1363636363637,400.90909090909093,300.6818181818182,801.8181818181819,0.3,0.3,0.5,0.6,0.7,0.6,0.5,0.4
1904.318181818182,1202.7272727272727,2706.136363636364,2004.5454545454547,501.1363636363637,801.8181818181819,701.5909090909091,601.3636363636364,0.8,1.1,1.4,1.5,2.0,1.8,7.7,2.0
1002.2727272727274,2004.5454545454547,902.0454545454546,501.1363636363637,801.8181818181819,601.3636363636364,701.5909090909091,1302.9545454545455,1.4,1.4,1.6,2.5,3.1,5.3,8.7,3.6
902.0454545454546,501.1363636363637,2004.5454545454547,1002.2727272727274,801.8181818181819,601.3636363636364,701.5909090909091,1302.9545454545455,1.4,1.6,2.1,1.7,2.9,4.0,7.1,2.9
902.0454545454546,801.8181818181819,1403.1818181818182,501.1363636363637,2706.136363636364,701.5909090909091,1302.9545454545455,2004.5454545454547,0.8,1.1,1.1,1.0,1.5,2.8,3.1,1.6
902.0454545454546,501.1363636363637,2004.5454545454547,2706.136363636364,801.8181818181819,1302.9545454545455,701.5909090909091,601.3636363636364,1.0,1.3,1.3,1.4,1.7,2.7,4.6,5.6
902.0454545454546,1403.1818181818182,801.8181818181819,501.1363636363637,2706.136363636364,601.3636363636364,1302.9545454545455,701.5909090909091,1.0,1.0,1.4,1.0,1.4,2.0,1.8,6.4
902.0454545454546,2004.5454545454547,701.5909090909091,801.8181818181819,501.1363636363637,1302.9545454545455,2706.136363636364,601.3636363636364,1.0,1.0,5.6,2.1,1.4,2.0,1.2,3.8
300.6818181818182,2004.5454545454547,2706.136363636364,1302.9545454545455,501.1363636363637,701.5909090909091,801.8181818181819,601.3636363636364,0.8,1.1,1.1,1.9,1.4,5.3,1.5,3.5
1403.1818181818182,400.90909090909093,2706.136363636364,801.8181818181819,501.1363636363637,1302.9545454545455,601.3636363636364,701.5909090909091,0.9,1.0,1.1,1.2,1.4,1.8,3.7,5.4
2004.5454545454547,801.8181818181819,701.5909090909091,601.3636363636364,501.1363636363637,2706.136363636364,1302.9545454545455,902.0454545454546,1.0,1.8,5.7,3.2,1.3,1.0,2.3,1.2
2004.5454545454547,902.0454545454546,2706.136363636364,601.3636363636364,501.1363636363637,701.5909090909091,801.8181818181819,1302.9545454545455,0.8,0.9,1.1,3.3,1.2,5.9,1.6,1.6
902.0454545454546,2706.136363636364,400.90909090909093,1302.9545454545455,501.1363636363637,601.3636363636364,701.5909090909091,801.8181818181819,0.9,1.1,1.2,1.6,1.8,3.8,5.8,1.7
902.0454545454546,400.90909090909093,2706.136363636364,501.1363636363637,801.8181818181819,1302.9545454545455,601.3636363636364,701.5909090909091,0.9,1.0,0.9,1.5,1.5,1.8,3.8,5.8
1403.1818181818182,902.0454545454546,2706.136363636364,601.3636363636364,501.1363636363637,1302.9545454545455,801.8181818181819,701.5909090909091,0.8,0.9,0.9,3.5,1.4,1.1,1.6,5.5
2706.136363636364,1002.2727272727274,902.0454545454546,801.8181818181819,501.1363636363637,701.5909090909091,1302.9545454545455,601.3636363636364,0.7,0.8,1.0,1.5,1.0,5.5,1.6,2.8
300.6818181818182,902.0454545454546,400.90909090909093,801.8181818181819,501.1363636363637,1302.9545454545455,601.3636363636364,701.5909090909091,0.7,0.7,0.8,1.4,1.2,1.4,3.5,4.8
902.0454545454546,300.6818181818182,400.90909090909093,1302.9545454545455,501.1363636363637,601.3636363636364,701.5909090909091,801.8181818181819,0.6,0.7,0.9,1.1,1.3,3.4,4.6,1.2
1002.2727272727274,400.90909090909093,902.0454545454546,501.1363636363637,801.8181818181819,601.3636363636364,1302.9545454545455,701.5909090909091,0.6,0.7,0.8,1.2,1.3,3.1,1.6,4.8
1002.2727272727274,1403.1818181818182,701.5909090909091,902.0454545454546,501.1363636363637,801.8181818181819,1302.9545454545455,601.3636363636364,0.6,0.7,4.7,0.8,1.0,1.4,1.0,3.0
1403.1818181818182,1002.2727272727274,902.0454545454546,501.1363636363637,1302.9545454545455,601.3636363636364,701.5909090909091,801.8181818181819,0.5,0.6,0.8,0.9,1.1,2.8,4.5,1.3
2706.136363636364,1302.9545454545455,701.5909090909091,601.3636363636364,501.1363636363637,400.90909090909093,902.0454545454546,801.8181818181819,0.5,1.3,4.1,2.7,1.0,0.6,0.7,1.2
